location,sqft,bath,price,bhk
raja rajeshwari nagar,1550.0,3.0,86.8,3
7th phase jp nagar,1680.0,3.0,117.0,3
other,3045.0,3.0,170.0,3
bharathi nagar,1384.0,2.0,59.0,2
yelahanka,1650.0,3.0,105.0,3
marathahalli,881.0,2.0,48.06,2
vittasandra,1246.0,2.0,63.0,2
munnekollal,1170.0,2.0,59.0,2
dommasandra,674.0,1.0,19.9,2
raja rajeshwari nagar,500.0,1.0,25.0,1
jigani,1221.0,3.0,75.0,3
yeshwanthpur,1876.0,3.0,160.0,3
raja rajeshwari nagar,600.0,1.0,22.0,1
raja rajeshwari nagar,1196.0,2.0,40.54,2
rajaji nagar,2500.0,3.0,340.0,3
ramamurthy nagar,600.0,3.0,45.0,2
uttarahalli,1100.0,1.0,45.0,2
other,1178.0,2.0,80.0,2
narayanapura,1302.0,2.0,69.1,2
hegde nagar,2087.01,3.0,115.0,3
kathriguppe,1400.0,2.0,77.0,3
begur road,1410.0,2.0,52.17,3
other,1650.0,1.0,130.0,2
thanisandra,1056.0,2.0,68.0,2
electronics city phase 1,1490.0,3.0,78.8,3
thanisandra,1245.0,2.0,83.05,2
hegde nagar,3000.0,7.0,210.0,6
kambipura,1082.0,2.0,55.0,3
chikkalasandra,1800.0,1.0,128.0,2
bellandur,1605.0,3.0,85.0,3
sonnenahalli,1100.0,2.0,44.0,2
sector 2 hsr layout,794.0,1.0,60.0,1
kanakpura road,1100.0,3.0,58.0,3
other,1650.0,3.0,110.0,3
kothannur,1485.0,2.0,59.4,3
hsr layout,1372.0,2.0,61.0,2
haralur road,2017.0,2.0,125.0,3
other,1500.0,2.0,95.0,3
banaswadi,527.0,1.0,35.0,1
other,2020.0,3.0,270.0,3
kaggadasapura,1240.0,2.0,45.0,2
sarjapur  road,1700.0,3.0,118.0,3
other,800.0,2.0,50.0,2
cv raman nagar,1198.0,2.0,60.0,2
other,2400.0,4.0,325.0,5
old airport road,2732.0,4.0,194.0,4
hoskote,1065.0,2.0,28.5,2
banashankari,1000.0,2.0,50.0,2
vidyaranyapura,1440.0,2.0,95.0,2
other,1575.0,3.0,93.0,3
koramangala,2300.0,3.0,290.0,3
parappana agrahara,1194.0,2.0,46.0,2
varthur,1112.0,2.0,40.0,2
kanakpura road,1290.0,2.0,80.0,2
electronics city phase 1,1550.0,2.0,82.0,3
hsr layout,1145.0,2.0,46.0,2
other,532.0,1.0,22.49,1
thanisandra,1697.0,3.0,110.0,3
other,2400.0,3.0,170.0,3
bellandur,1767.0,3.0,109.0,3
karuna nagar,2500.0,3.0,190.0,3
kumaraswami layout,1000.0,2.0,58.0,2
haralur road,1194.0,2.0,46.0,2
other,1715.0,3.0,95.0,3
other,1132.0,2.0,67.0,2
begur road,1200.0,2.0,42.6,2
bisuvanahalli,1075.0,2.0,52.0,3
yeshwanthpur,1400.0,2.0,100.0,2
kalena agrahara,1837.0,2.0,95.0,3
hosa road,1161.0,2.0,55.15,2
ramamurthy nagar,960.0,2.0,35.0,2
isro layout,1000.0,2.0,60.0,2
other,1415.0,3.0,78.0,3
jalahalli east,1010.0,2.0,52.0,2
electronic city,1287.0,3.0,55.0,3
ardendale,1723.0,3.0,95.0,3
vasanthapura,995.0,2.0,34.82,2
harlur,1174.0,2.0,78.0,2
2nd stage nagarbhavi,1350.0,4.0,200.0,4
hormavu,583.0,1.0,28.275,1
haralur road,1243.0,2.0,46.0,2
uttarahalli,1330.0,2.0,58.0,3
sector 7 hsr layout,1342.0,2.0,115.0,2
hsr layout,1009.0,2.0,56.0,2
kogilu,1250.0,2.0,55.55,2
raja rajeshwari nagar,1095.0,2.0,38.33,2
kannamangala,3000.0,4.0,200.0,4
marathahalli,950.0,2.0,46.96,2
other,2990.0,4.0,324.0,4
8th phase jp nagar,1245.0,2.0,59.0,2
hosa road,615.0,1.0,28.29,1
sarjapur  road,1455.0,2.0,98.0,3
other,1800.0,1.0,200.0,1
whitefield,3565.0,4.0,218.0,4
electronics city phase 1,1200.0,2.0,59.76,2
rayasandra,1357.0,2.0,59.0,3
other,1650.0,3.0,110.0,3
tc palaya,1000.0,2.0,64.0,2
yelahanka,1614.0,3.0,93.0,3
frazer town,2560.0,3.0,288.0,3
bellandur,1015.0,2.0,60.0,2
whitefield,1431.0,3.0,85.0,3
kundalahalli,2100.0,3.0,150.0,3
hosur road,950.0,2.0,60.0,2
uttarahalli,1123.0,2.0,60.0,2
whitefield,650.0,1.0,25.0,1
mico layout,1200.0,2.0,53.5,2
lakshminarayana pura,1180.0,2.0,75.0,2
bommanahalli,1307.0,2.0,50.0,2
tindlu,7500.0,7.0,400.0,7
btm layout,1450.0,2.0,81.0,3
varthur,1140.0,2.0,55.5,2
bannerghatta road,1218.0,2.0,73.0,2
electronic city,589.0,1.0,27.0,1
whitefield,1655.0,3.0,113.0,3
other,1333.0,2.0,77.27,2
kadugodi,925.0,1.0,40.7,1
other,1200.0,3.0,120.0,3
other,1600.0,2.0,110.0,2
lakshminarayana pura,1500.0,3.0,104.0,3
chikkabanavar,1067.0,2.0,38.0,2
other,500.0,1.0,16.0,1
ramamurthy nagar,1200.0,2.0,68.0,2
marathahalli,1730.0,3.0,110.0,3
old airport road,2774.0,4.0,207.0,4
talaghattapura,2265.0,3.0,159.0,3
hosur road,1510.0,2.0,105.0,3
other,800.0,2.0,55.0,2
8th phase jp nagar,1125.0,2.0,36.94,2
marathahalli,1583.0,3.0,105.0,3
domlur,1429.0,3.0,86.0,3
other,1320.0,2.0,95.0,3
yelahanka,1705.0,3.0,85.0,3
pattandur agrahara,1247.0,2.0,62.35,2
rajiv nagar,2340.0,5.0,160.0,4
whitefield,1626.0,3.0,89.0,3
other,800.0,1.0,100.0,1
gubbalala,2570.0,4.0,141.0,5
whitefield,1338.0,2.0,103.0,2
kudlu gate,1183.0,2.0,79.54,2
horamavu banaswadi,1081.0,2.0,52.0,2
harlur,1197.0,2.0,75.0,2
bommenahalli,1200.0,3.0,125.0,3
hennur,1420.0,2.0,62.0,2
other,1350.0,4.0,145.0,4
sarjapur  road,2275.0,4.0,185.0,3
thanisandra,1880.0,3.0,120.0,3
other,1200.0,3.0,78.0,2
hennur road,2350.0,3.0,174.0,3
sarjapur  road,3785.0,5.0,280.0,4
kalyan nagar,1086.0,2.0,44.5,2
sarjapur  road,1826.0,3.0,125.0,3
harlur,1754.0,3.0,124.0,3
other,3060.0,4.0,350.0,4
7th phase jp nagar,1460.0,2.0,97.0,3
other,3000.0,5.0,270.0,4
hoodi,1425.0,2.0,80.0,2
isro layout,4400.0,6.0,250.0,6
kodichikkanahalli,1181.0,2.0,57.0,2
raja rajeshwari nagar,1295.0,2.0,55.47,2
other,2320.0,2.0,160.0,3
ardendale,1777.26,3.0,105.0,3
rajaji nagar,3526.0,4.0,558.0,4
vittasandra,1246.0,2.0,67.4,2
uttarahalli,1000.0,2.0,35.0,2
margondanahalli,1334.0,2.0,67.76,2
sarjapur  road,1435.0,3.0,90.0,3
frazer town,3500.0,4.0,330.0,3
chandapura,1015.0,2.0,25.88,2
talaghattapura,1856.0,3.0,135.0,3
gm palaya,1315.0,3.0,65.0,3
whitefield,1720.0,3.0,98.97,3
begur road,1200.0,2.0,45.6,2
r.t. nagar,1200.0,2.0,45.0,2
electronic city phase ii,1020.0,2.0,30.6,2
uttarahalli,1089.0,2.0,43.55,2
varthur,1385.0,2.0,80.0,2
uttarahalli,1155.0,2.0,40.43,2
banashankari stage v,1300.0,2.0,58.5,3
other,520.0,2.0,29.0,1
abbigere,795.0,1.0,32.6,2
sarjapur  road,1305.0,2.0,99.0,2
epip zone,1285.0,2.0,82.0,2
ngr layout,1020.0,2.0,46.0,2
gubbalala,1100.0,2.0,49.5,2
epip zone,2710.0,3.0,177.0,3
raja rajeshwari nagar,1530.0,3.0,64.0,3
ombr layout,2420.0,3.0,185.0,3
chandapura,850.0,2.0,25.4,2
harlur,1709.0,3.0,150.0,3
chandapura,590.0,1.0,13.57,1
bannerghatta road,1450.0,2.0,78.0,3
haralur road,1225.0,2.0,67.38,2
kodichikkanahalli,900.0,2.0,42.0,2
talaghattapura,1062.0,2.0,42.48,2
koramangala,2246.0,3.0,300.0,3
seegehalli,901.0,2.0,35.14,2
budigere,1153.0,2.0,60.0,2
kanakapura,711.0,1.0,38.0,1
devanahalli,1080.0,2.0,53.35,2
mahalakshmi layout,1200.0,3.0,160.0,4
whitefield,1897.0,3.0,130.0,3
jp nagar,1850.0,2.0,110.0,3
other,1100.0,2.0,110.0,2
whitefield,3584.0,4.0,199.0,4
5th phase jp nagar,1256.0,2.0,62.8,2
whitefield,2956.0,5.0,234.0,4
electronic city phase ii,1155.0,2.0,57.0,2
kudlu,1027.0,2.0,44.0,2
sarjapur,1032.0,2.0,42.0,2
yelenahalli,1160.0,2.0,44.08,2
akshaya nagar,1897.0,3.0,120.0,3
margondanahalli,1050.0,2.0,58.0,2
malleshwaram,1020.0,2.0,80.0,2
dommasandra,1267.0,3.0,56.0,3
7th phase jp nagar,1850.0,3.0,150.0,3
whitefield,2155.0,3.0,125.0,4
frazer town,1870.0,3.0,180.0,3
hosur road,1194.0,2.0,69.0,2
bannerghatta road,1122.5,2.0,58.935,2
mysore road,1003.0,2.0,43.0,2
bannerghatta road,905.0,2.0,65.0,2
iblur village,1995.0,3.0,135.0,3
kr puram,4300.0,6.0,175.0,6
gubbalala,1470.0,2.0,82.0,3
pai layout,1175.0,2.0,60.0,2
other,2000.0,4.0,180.0,5
nagasandra,1500.0,2.0,91.0,2
sarjapur  road,2275.0,4.0,175.0,3
varthur,1155.0,2.0,60.0,2
raja rajeshwari nagar,1303.0,2.0,55.78,2
karuna nagar,1962.0,3.0,175.0,3
hoodi,1257.0,2.0,69.0,2
other,1560.0,2.0,125.0,3
kanakpura road,825.0,1.0,36.29,1
whitefield,2280.0,4.0,125.0,3
sarjapur,920.0,2.0,33.0,2
raja rajeshwari nagar,1580.0,3.0,83.74,3
other,3095.0,3.0,375.0,3
ramagondanahalli,1295.0,2.0,95.0,2
other,1166.0,2.0,65.0,2
hennur road,1232.0,2.0,69.61,2
kr puram,734.0,2.0,22.0,2
other,4500.0,9.0,500.0,9
other,700.0,1.0,41.0,1
other,1355.0,2.0,95.0,2
marathahalli,1071.0,2.0,52.25,2
subramanyapura,975.0,2.0,58.0,2
rajaji nagar,1640.0,3.0,230.0,3
kothanur,1095.0,2.0,55.0,2
hulimavu,1000.0,2.0,45.0,2
sarjapur  road,1800.0,3.0,128.0,3
kaggadasapura,1340.0,3.0,66.0,3
uttarahalli,1200.0,2.0,44.0,2
other,1780.0,3.0,110.0,3
other,1148.0,2.0,69.0,2
anekal,1035.0,2.0,38.3,2
anandapura,1141.0,2.0,50.0,2
uttarahalli,850.0,2.0,35.0,2
jakkur,1760.0,3.0,110.0,3
malleshpalya,1060.0,2.0,40.0,2
amruthahalli,2650.0,4.0,175.0,3
channasandra,4200.0,6.0,180.0,6
kaggadasapura,1110.0,2.0,53.0,2
haralur road,1309.0,2.0,82.0,2
kaggadasapura,1225.0,2.0,48.0,2
banashankari stage iii,1145.0,2.0,58.4,2
9th phase jp nagar,600.0,1.0,20.0,1
yeshwanthpur,667.0,1.0,36.85,1
other,10000.0,16.0,550.0,16
kadugodi,1314.0,2.0,80.0,2
other,1210.0,2.0,75.0,2
brookefield,2400.0,3.0,140.0,4
hebbal,1920.0,3.0,150.0,3
whitefield,2928.0,4.0,198.0,4
kasavanhalli,1060.0,2.0,58.06,2
uttarahalli,1270.0,2.0,55.25,3
chandapura,1015.0,2.0,25.88,2
varthur,977.0,2.0,36.0,2
kambipura,883.0,2.0,45.0,2
bannerghatta road,1894.0,3.0,115.0,3
cox town,1200.0,2.0,140.0,2
kundalahalli,3092.0,4.0,230.0,4
other,1544.0,3.0,120.0,3
arekere,920.0,2.0,40.0,2
harlur,1133.0,2.0,55.0,2
7th phase jp nagar,1680.0,3.0,120.0,3
whitefield,1275.0,2.0,65.0,3
thigalarapalya,1297.0,2.0,103.0,2
electronics city phase 1,755.0,1.0,30.12,1
other,850.0,2.0,72.0,2
whitefield,3150.0,3.0,290.0,3
other,1350.0,4.0,175.0,4
banashankari stage ii,1260.0,2.0,95.0,3
other,800.0,2.0,55.0,2
other,1645.0,3.0,95.0,3
sarjapur,2250.0,3.0,148.0,3
8th phase jp nagar,1160.0,2.0,95.0,2
yelenahalli,1650.0,3.0,68.0,3
yelahanka,1705.0,3.0,91.0,3
beml layout,1194.0,2.0,65.0,2
hormavu,1200.0,2.0,68.0,2
marathahalli,1485.0,2.0,90.0,3
rachenahalli,1050.0,2.0,52.08,2
kogilu,1559.0,3.0,120.0,3
chandapura,645.0,1.0,16.45,1
kadubeesanahalli,1424.0,2.0,75.0,3
sarjapur,1124.0,2.0,30.35,2
thanisandra,1305.0,2.0,90.0,2
sonnenahalli,896.0,2.0,43.75,2
other,4750.0,5.0,600.0,4
other,1578.0,3.0,180.0,3
haralur road,1092.0,2.0,44.0,2
basaveshwara nagar,1200.0,2.0,70.0,2
kudlu gate,1113.0,2.0,50.0,2
hebbal,2790.0,4.0,198.0,4
other,1620.0,2.0,110.0,3
konanakunte,1200.0,2.0,130.0,4
other,2250.0,3.0,199.0,3
sahakara nagar,1032.0,2.0,45.0,2
other,1165.0,2.0,75.0,2
epip zone,1734.0,3.0,125.0,3
1st phase jp nagar,2065.0,4.0,210.0,3
bisuvanahalli,845.0,2.0,29.0,2
bannerghatta road,1850.0,6.0,150.0,6
ambalipura,1730.0,3.0,120.0,3
sarjapur  road,1067.0,2.0,60.0,2
other,1330.0,2.0,80.0,2
domlur,2180.0,3.0,285.0,3
hebbal kempapura,1300.0,2.0,102.0,2
5th phase jp nagar,1725.0,2.0,100.0,3
begur road,1100.0,2.0,42.6,2
kothanur,1790.0,3.0,105.0,3
konanakunte,1423.0,2.0,85.0,3
electronic city phase ii,6000.0,4.0,260.0,4
electronic city phase ii,650.0,1.0,35.0,1
old madras road,1165.0,2.0,52.0,2
begur road,1200.0,2.0,44.73,2
kr puram,1200.0,4.0,83.0,4
kodigehalli,635.0,1.0,28.0,2
other,720.0,2.0,45.0,2
sarjapur  road,1128.0,2.0,59.0,2
kothannur,1197.0,2.0,47.88,2
malleshwaram,2200.0,3.0,275.0,3
banashankari,720.0,1.0,60.0,1
yelahanka,567.0,1.0,25.0,1
electronic city,1700.0,3.0,90.0,3
kanakpura road,525.0,1.0,27.5,1
haralur road,1830.0,3.0,101.0,3
whitefield,1270.0,2.0,110.0,2
kengeri satellite town,1415.0,2.0,66.0,3
anjanapura,710.0,2.0,25.0,2
other,1010.0,2.0,55.0,2
other,1282.0,2.0,87.0,2
balagere,1007.0,2.0,66.0,2
kadugodi,1900.0,3.0,108.0,3
yelahanka,1614.0,3.0,95.0,3
dodda nekkundi,1100.0,2.0,48.0,2
other,1000.0,2.0,60.0,2
whitefield,1216.0,2.0,73.0,2
harlur,1197.0,2.0,84.0,2
budigere,1139.0,2.0,56.5,2
raja rajeshwari nagar,1000.0,2.0,50.0,2
cunningham road,2880.0,3.0,560.0,3
other,3800.0,6.0,390.0,6
kaikondrahalli,1250.0,2.0,78.0,2
6th phase jp nagar,1192.0,2.0,74.0,2
chandapura,645.0,1.0,16.45,1
other,2800.0,4.0,200.0,4
electronic city phase ii,769.0,2.0,40.0,2
dodda nekkundi,1155.0,2.0,46.0,2
dodda nekkundi,1999.0,3.0,132.0,3
1st phase jp nagar,1590.0,3.0,131.0,3
kammasandra,990.0,2.0,31.5,2
sarjapur  road,4111.0,4.0,310.0,4
hsr layout,1844.0,3.0,95.0,3
yelahanka,3600.0,6.0,200.0,6
sector 7 hsr layout,1163.0,2.0,98.86,2
bellandur,950.0,2.0,35.0,2
hebbal kempapura,1785.0,3.0,165.0,3
rachenahalli,1050.0,2.0,52.1,2
sahakara nagar,1200.0,2.0,60.0,2
mysore road,883.0,2.0,37.0,2
kadugodi,1645.0,2.0,82.0,3
hebbal,1636.0,3.0,119.0,3
banashankari stage vi,2800.0,4.0,89.0,4
yelahanka new town,1000.0,2.0,44.0,2
hoodi,1925.0,3.0,110.0,3
other,1165.0,2.0,135.0,2
kudlu gate,1164.0,2.0,75.0,2
doddakallasandra,1010.0,2.0,41.0,2
other,1200.0,2.0,68.0,3
electronics city phase 1,1113.12,2.0,55.0,2
btm 2nd stage,2990.0,5.0,416.0,5
chikkabanavar,2000.0,4.0,65.0,5
marathahalli,1146.0,2.0,69.0,2
raja rajeshwari nagar,1267.0,2.0,54.35,2
other,1600.0,3.0,165.0,4
begur road,1260.0,2.0,39.69,2
marathahalli,1595.0,3.0,90.0,3
hebbal kempapura,1700.0,3.0,155.0,3
hoodi,863.0,1.0,40.55,1
nagavarapalya,1392.0,2.0,99.0,2
other,2250.0,3.0,180.0,3
raja rajeshwari nagar,1240.0,2.0,42.04,2
1st phase jp nagar,900.0,2.0,75.0,2
bellandur,924.0,2.0,35.11,2
6th phase jp nagar,1810.0,3.0,131.0,3
lakshminarayana pura,1169.0,2.0,75.0,2
other,425.0,1.0,20.03,1
rayasandra,1555.0,3.0,75.17,3
raja rajeshwari nagar,1144.0,2.0,38.55,2
other,827.0,2.0,45.0,2
vidyaranyapura,1060.0,2.0,55.0,2
other,1200.0,4.0,165.0,4
marathahalli,1200.0,2.0,53.0,2
sarjapur  road,1691.0,3.0,93.01,3
other,550.0,1.0,16.0,1
old madras road,2640.0,2.0,170.0,2
electronic city,1128.0,2.0,65.35,2
yelahanka new town,1100.0,2.0,58.0,2
kanakpura road,1560.0,3.0,92.0,3
bannerghatta road,1846.0,3.0,120.0,3
electronic city phase ii,2225.0,4.0,98.88,4
begur road,1160.0,2.0,44.0,2
hormavu,765.0,2.0,37.49,2
electronic city,755.0,1.0,34.0,2
hoodi,1196.0,2.0,71.74,2
other,1677.0,3.0,98.0,3
devarachikkanahalli,1230.0,2.0,58.0,2
thubarahalli,1085.0,2.0,70.0,2
nagarbhavi,1190.0,2.0,63.0,2
jakkur,1432.0,2.0,85.0,2
yelahanka,1200.0,2.0,70.0,2
jp nagar,1250.0,2.0,93.0,2
other,1275.0,2.0,69.0,2
other,1210.0,2.0,72.0,2
domlur,1050.0,2.0,85.0,2
marathahalli,1135.0,2.0,60.0,2
ramagondanahalli,1235.0,2.0,52.04,2
sarjapur  road,1262.0,2.0,67.0,2
gubbalala,1435.0,2.0,80.0,3
kudlu,1027.0,2.0,44.0,2
haralur road,1243.0,2.0,45.0,2
other,2400.0,3.0,290.0,3
other,1200.0,1.0,28.0,1
other,600.0,1.0,20.0,1
balagere,1012.0,2.0,65.0,2
other,2100.0,4.0,150.0,4
electronic city phase ii,1165.0,2.0,30.29,2
haralur road,1230.0,2.0,67.65,2
konanakunte,2791.0,3.0,223.0,3
budigere,664.0,1.0,34.0,1
ramagondanahalli,1610.0,2.0,115.0,3
7th phase jp nagar,1450.0,2.0,100.0,3
other,1614.0,3.0,110.0,3
nagarbhavi,1080.0,2.0,49.0,2
haralur road,1140.0,2.0,43.0,2
ananth nagar,982.0,2.0,24.55,2
electronics city phase 1,1475.0,3.0,78.29,3
banaswadi,1200.0,2.0,60.0,2
epip zone,1330.0,2.0,86.98,2
whitefield,1180.0,2.0,77.0,2
harlur,1749.0,3.0,112.0,3
kudlu,1162.0,2.0,52.0,2
malleshwaram,2475.0,4.0,326.0,3
electronic city phase ii,1135.0,2.0,46.0,2
ananth nagar,500.0,1.0,14.0,1
kr puram,1245.0,2.0,60.0,2
banashankari,1260.0,2.0,75.0,2
doddakallasandra,1072.0,2.0,42.87,2
kanakapura,1277.0,2.0,55.0,2
other,2400.0,2.0,160.0,2
raja rajeshwari nagar,1050.0,2.0,37.0,2
gunjur,1362.0,3.0,62.63,3
rachenahalli,3657.0,5.0,220.0,4
tumkur road,1027.0,2.0,68.62,2
kanakpura road,1622.0,3.0,95.0,3
hulimavu,1823.0,3.0,100.0,3
hennur road,1891.0,3.0,110.0,3
kammasandra,992.0,2.0,25.79,2
1st phase jp nagar,1077.0,2.0,93.0,2
sector 7 hsr layout,1760.0,3.0,142.0,3
amruthahalli,1200.0,2.0,55.0,2
old airport road,3496.0,4.0,262.0,4
yelahanka new town,1400.0,2.0,80.0,3
electronic city,1500.0,2.0,78.0,3
9th phase jp nagar,1890.0,2.0,93.0,3
kanakapura,1295.0,2.0,64.0,2
basavangudi,1100.0,2.0,93.0,2
cv raman nagar,1040.0,2.0,50.0,2
7th phase jp nagar,1275.0,2.0,87.0,2
kalena agrahara,1450.0,3.0,100.0,3
yelahanka,602.0,2.0,30.0,1
other,1596.0,3.0,95.0,3
sarjapur  road,1819.0,3.0,100.0,3
kammasandra,982.0,2.0,25.53,2
vijayanagar,1046.0,2.0,49.06,2
pai layout,3800.0,6.0,175.0,6
begur road,1160.0,2.0,42.0,2
jakkur,1483.0,2.0,98.0,2
whitefield,2830.0,5.0,190.0,4
ramagondanahalli,1151.0,2.0,42.5,2
electronic city phase ii,630.0,1.0,28.35,1
electronic city,1070.0,2.0,55.0,2
hulimavu,1500.0,2.0,90.0,2
other,1950.0,3.0,230.0,3
sarjapur  road,1242.0,2.0,78.0,2
jigani,2400.0,4.0,130.0,3
dommasandra,1500.0,2.0,40.0,2
doddaballapur,654.0,1.0,49.0,1
akshaya nagar,1280.0,2.0,60.0,2
other,2505.0,3.0,165.0,3
other,1460.0,2.0,87.0,3
electronic city phase ii,1160.0,2.0,33.5,2
somasundara palya,1255.0,2.0,67.0,2
haralur road,1510.0,3.0,83.05,3
other,1350.0,1.0,120.0,3
electronic city phase ii,993.0,2.0,50.0,3
electronics city phase 1,865.0,2.0,40.0,2
jp nagar,1197.0,2.0,47.88,2
sarjapur  road,715.0,1.0,29.0,1
whitefield,1870.0,3.0,138.0,3
bellandur,1262.0,2.0,47.0,2
devanahalli,1360.0,2.0,65.0,2
panathur,1075.0,2.0,60.0,2
koramangala,1355.0,2.0,95.0,2
rajaji nagar,1268.0,2.0,127.0,2
chandapura,950.0,2.0,25.65,2
kumaraswami layout,2400.0,2.0,125.0,3
garudachar palya,1325.0,2.0,60.8,3
electronic city phase ii,1160.0,2.0,33.5,2
ananth nagar,1470.0,3.0,54.0,3
other,1056.0,2.0,80.0,2
other,540.0,1.0,22.5,1
kaggadasapura,1150.0,2.0,42.0,2
old madras road,1210.0,2.0,80.0,2
amruthahalli,924.0,2.0,45.0,2
raja rajeshwari nagar,1270.0,2.0,62.0,2
whitefield,3445.0,5.0,270.0,4
banashankari,1800.0,3.0,125.0,3
other,985.0,2.0,57.0,2
kadugodi,1762.0,3.0,109.0,3
subramanyapura,1255.0,2.0,79.0,3
kanakpura road,1100.0,2.0,58.0,3
akshaya nagar,1897.0,4.0,93.0,3
hennur,1255.0,2.0,58.0,2
tumkur road,1500.0,3.0,100.0,3
kothanur,1186.0,2.0,58.0,2
bannerghatta road,630.0,1.0,35.0,1
bannerghatta road,1725.0,3.0,110.0,3
other,30000.0,4.0,2100.0,4
ngr layout,1020.0,2.0,45.9,2
whitefield,2321.0,4.0,157.0,3
sultan palaya,5000.0,5.0,325.0,4
raja rajeshwari nagar,1288.0,2.0,70.0,3
banashankari,1185.0,2.0,67.0,2
bhoganhalli,1205.0,2.0,68.32,2
other,1300.0,1.0,115.0,2
magadi road,1000.0,2.0,46.5,2
other,1350.0,4.0,160.0,4
garudachar palya,1150.0,2.0,52.8,2
kothanur,3401.0,5.0,230.0,4
thanisandra,1698.0,3.0,102.0,3
yeshwanthpur,3027.0,4.0,260.0,3
hsr layout,1289.0,2.0,70.0,2
chandapura,1345.0,2.0,39.5,3
nagarbhavi,1020.0,2.0,55.0,2
kalyan nagar,1198.0,2.0,65.0,2
budigere,705.0,1.0,34.545,1
bommasandra industrial area,1320.0,2.0,38.13,3
other,1170.0,2.0,86.0,2
whitefield,1655.0,3.0,108.0,3
other,5425.0,13.0,275.0,13
banashankari,1100.0,2.0,63.0,2
other,1012.0,2.0,59.0,2
raja rajeshwari nagar,1145.0,2.0,45.79,2
rayasandra,1065.0,2.0,44.95,2
talaghattapura,2273.0,3.0,159.0,3
ramamurthy nagar,1200.0,2.0,42.0,2
old madras road,1210.0,2.0,77.0,2
hulimavu,1231.0,2.0,84.5,2
kaval byrasandra,1450.0,3.0,75.0,3
other,600.0,1.0,35.0,1
hormavu,1310.0,2.0,60.0,2
budigere,1172.0,2.0,56.725,2
hsr layout,1203.0,2.0,60.0,2
hebbal,1255.0,2.0,95.0,3
bisuvanahalli,1075.0,2.0,42.0,3
harlur,1757.0,3.0,132.0,3
other,3600.0,5.0,400.0,4
kothannur,1404.0,2.0,56.15,3
other,509.0,1.0,20.0,1
9th phase jp nagar,905.0,2.0,32.0,2
sarjapur  road,1371.0,2.0,86.0,2
other,1200.0,2.0,100.0,2
yelahanka,697.0,1.0,35.0,1
old madras road,1480.0,3.0,95.0,3
other,1630.0,2.0,97.78,3
8th phase jp nagar,1089.0,2.0,43.55,2
nri layout,2150.0,4.0,115.0,4
banashankari stage ii,2400.0,3.0,510.0,5
bommanahalli,3000.0,8.0,140.0,8
begur road,1160.0,2.0,36.54,2
kaggadasapura,1654.0,3.0,70.0,3
devanahalli,1260.0,2.0,66.78,2
marathahalli,1220.0,2.0,58.5,2
rajaji nagar,2390.0,3.0,410.0,3
other,1175.0,2.0,70.0,2
kr puram,1700.0,3.0,105.0,3
raja rajeshwari nagar,1162.0,2.0,65.0,2
vittasandra,1246.0,2.0,65.0,2
other,1300.0,2.0,129.0,2
other,1600.0,2.0,160.0,2
kanakpura road,1665.0,3.0,88.0,3
chamrajpet,1050.0,2.0,162.0,2
hebbal,1987.0,4.0,165.0,3
brookefield,1206.0,2.0,90.0,2
sarjapur,3190.0,3.0,160.0,4
budigere,1087.0,2.0,54.3,2
bannerghatta road,1885.0,3.0,125.0,3
horamavu banaswadi,925.0,2.0,38.0,2
other,800.0,1.0,45.0,2
8th phase jp nagar,500.0,1.0,33.0,1
sarjapur,1404.0,2.0,53.35,3
begur road,1410.0,2.0,52.17,3
cox town,1975.0,3.0,150.0,3
whitefield,3262.0,4.0,260.0,4
bannerghatta road,1150.0,2.0,65.0,2
bellandur,982.0,2.0,55.0,2
hennur road,901.0,2.0,49.5,2
kanakpura road,700.0,2.0,40.0,2
jp nagar,1850.0,3.0,150.0,3
jigani,1200.0,3.0,65.0,3
ramamurthy nagar,2916.0,5.0,230.0,4
uttarahalli,1280.0,2.0,60.0,3
old airport road,1858.0,2.0,167.0,3
hormavu,1206.0,2.0,55.0,2
sarjapur,2400.0,3.0,140.0,4
somasundara palya,1260.0,2.0,60.0,2
kudlu gate,1547.0,2.0,103.0,2
uttarahalli,882.0,2.0,30.0,2
koramangala,1350.0,2.0,103.0,2
marathahalli,2524.0,5.0,180.0,4
murugeshpalya,1500.0,2.0,70.0,3
abbigere,1005.0,2.0,39.59,2
haralur road,1810.0,3.0,100.0,3
other,1717.0,3.0,200.0,3
sarjapur,1525.0,2.0,68.0,3
whitefield,1216.0,2.0,75.0,2
1st phase jp nagar,1394.0,2.0,100.0,2
thigalarapalya,1418.0,2.0,106.0,2
kaggalipura,700.0,1.0,38.0,1
indira nagar,850.0,1.0,60.0,1
other,1200.0,1.0,95.0,2
bellandur,1454.0,2.0,90.0,2
kanakpura road,1051.0,2.0,56.74,2
jigani,918.0,2.0,50.0,2
hennur,1255.0,2.0,54.5,2
hebbal,1645.0,3.0,113.0,3
judicial layout,2070.0,3.0,162.0,3
tumkur road,1239.0,2.0,82.0,2
sarjapur  road,1230.0,2.0,94.5,2
ambalipura,1800.0,3.0,110.0,3
attibele,400.0,1.0,14.0,1
kundalahalli,1010.0,2.0,48.27,2
panathur,1007.0,2.0,64.0,2
raja rajeshwari nagar,1185.0,2.0,40.17,2
whitefield,1760.0,3.0,160.0,3
mysore road,883.0,2.0,40.95,2
